id,team,player,position,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
400874379,Spurs,T. Duncan,C,19,3-5,0-0,1-1,1,1,2,2,0,3,1,0,+5,7
400874379,Spurs,T. Parker,PG,21,6-11,1-3,3-4,0,0,0,2,0,0,2,2,+12,16
400874379,Spurs,D. Green,SG,18,1-3,0-1,0-0,0,2,2,0,1,0,2,0,+0,2
400874379,Spurs,D. West,PF,20,4-7,1-3,2-3,4,0,4,2,3,1,0,1,+6,11
400874379,Spurs,K. Anderson,SF,21,2-6,1-2,0-0,0,4,4,3,0,0,1,1,+3,5
400874379,Spurs,B. Marjanovic,C,7,2-2,0-0,4-5,0,3,3,0,0,0,0,2,+4,8
400874379,Spurs,B. Diaw,C,22,2-7,1-1,2-2,0,2,2,3,0,0,1,1,+19,7
400874379,Spurs,P. Mills,PG,20,3-8,3-7,0-0,0,0,0,1,1,0,1,1,+5,9
400874379,Spurs,A. Miller,PG,9,0-0,0-0,0-0,0,0,0,1,0,0,0,1,-1,0
400874379,Spurs,J. Simmons,SG,15,3-6,1-1,1-2,2,1,3,1,1,0,0,4,+0,8
400874379,Spurs,M. Ginobili,SG,14,2-5,0-1,3-4,1,3,4,2,0,0,0,5,+17,7
400874379,Spurs,TE,AM,,40-81,10-22,26-31,13,28,41,21,8,6,10,21,,116
400874379,Spurs,, ,,49.4%,45.5%,83.9%,,,,,,,,,,
400874379,Grizzlies,Z. Randolph,PF,22,6-11,0-0,3-3,4,3,7,0,0,0,0,3,-17,15
400874379,Grizzlies,M. Barnes,SF,45,6-13,1-5,2-3,1,7,8,4,1,1,6,4,-24,15
400874379,Grizzlies,J. Farmar,PG,28,2-6,0-0,2-2,0,1,1,5,0,0,5,0,-18,6
400874379,Grizzlies,T. Allen,SG,16,3-9,0-2,0-0,0,1,1,0,2,0,1,2,-9,6
400874379,Grizzlies,V. Carter,SG,28,4-7,4-4,2-2,1,2,3,2,0,0,1,4,-12,14
400874379,Grizzlies,C. Andersen,PF,24,1-5,0-0,5-8,8,5,13,2,1,1,1,1,+1,7
400874379,Grizzlies,J. Green,PF,22,1-3,0-0,2-2,0,2,2,0,1,1,1,6,-14,4
400874379,Grizzlies,L. Stephenson,SF,35,11-19,0-0,4-5,0,1,1,3,0,0,1,5,-9,26
400874379,Grizzlies,X. Munford,PG,20,1-5,0-2,0-2,0,1,1,2,1,2,1,4,-3,2
400874379,Grizzlies,B. Wright,PF,,,,,,,,,,,,,,
400874379,Grizzlies,J. Martin,PF,,,,,,,,,,,,,,
400874379,Grizzlies,P.J. Hairston,SF,,,,,,,,,,,,,,
400874379,Grizzlies,M. Conley,PG,,,,,,,,,,,,,,
400874379,Grizzlies,TE,AM,,35-78,5-13,20-27,14,23,37,18,6,5,17,29,,95
400874379,Grizzlies,, ,,44.9%,38.5%,74.1%,,,,,,,,,,
400875651,Thunder,S. Ibaka,PF,29,8-15,3-6,0-0,1,1,2,0,1,0,0,1,-27,19
400875651,Thunder,K. Durant,SF,33,6-15,0-2,4-4,1,7,8,6,0,0,1,3,-31,16
400875651,Thunder,S. Adams,C,25,4-7,0-0,1-2,4,6,10,0,0,1,1,2,-27,9
400875651,Thunder,R. Westbrook,PG,30,5-19,0-3,4-4,1,1,2,9,2,0,2,1,-29,14
400875651,Thunder,A. Roberson,SG,20,0-2,0-2,0-0,0,1,1,0,0,0,1,0,-22,0
400875651,Thunder,N. Collison,PF,19,1-1,0-0,0-0,1,2,3,0,1,0,0,2,-5,2
400875651,Thunder,K. Singler,SF,12,0-1,0-1,0-0,0,1,1,0,0,0,0,1,-1,0
400875651,Thunder,N. Mohammed,C,4,1-1,0-0,0-0,0,1,1,0,0,1,0,0,+3,2
400875651,Thunder,E. Kanter,C,19,3-7,0-1,0-2,2,2,4,0,0,0,1,0,-8,6
400875651,Thunder,C. Payne,PG,18,1-6,1-3,0-0,0,1,1,5,0,0,2,1,-3,3
400875651,Thunder,R. Foye,SG,10,2-4,1-2,0-0,0,3,3,2,0,0,0,0,+6,5
400875651,Thunder,A. Morrow,SG,5,1-1,1-1,2-2,0,0,0,0,0,0,0,0,+5,5
400875651,Thunder,D. Waiters,SG,16,3-6,0-2,5-7,1,1,2,1,2,0,2,2,-21,11
400875651,Thunder,TE,AM,,35-85,6-23,16-21,11,27,38,23,6,2,10,13,,92
400875651,Thunder,, ,,41.2%,26.1%,76.2%,,,,,,,,,,
400875651,Spurs,L. Aldridge,PF,30,18-23,1-1,1-1,1,5,6,1,0,2,2,1,+30,38
400875651,Spurs,K. Leonard,SF,22,10-13,1-2,4-4,0,5,5,5,0,0,1,3,+20,25
400875651,Spurs,T. Duncan,C,21,4-7,0-0,0-2,0,2,2,2,0,1,0,1,+28,8
400875651,Spurs,T. Parker,PG,27,1-3,0-0,0-0,0,4,4,12,0,0,0,1,+27,2
400875651,Spurs,D. Green,SG,26,6-7,5-6,1-1,0,4,4,1,1,3,1,2,+34,18
400875651,Spurs,D. West,PF,19,2-4,0-0,1-2,0,3,3,2,0,1,0,1,+5,5
400875651,Spurs,K. Anderson,SF,23,1-5,0-1,0-0,1,6,7,2,2,1,0,2,+1,2
400875651,Spurs,B. Marjanovic,C,8,1-2,0-0,2-2,3,2,5,2,0,2,1,1,-5,4
400875651,Spurs,B. Diaw,C,18,3-4,0-0,0-0,0,4,4,4,0,0,1,1,+6,6
400875651,Spurs,A. Miller,PG,11,2-3,1-1,0-0,0,1,1,0,0,0,0,1,-8,5
400875651,Spurs,P. Mills,PG,10,1-4,0-2,1-3,0,1,1,2,1,0,1,0,+13,3
400875651,Spurs,M. Ginobili,SG,11,1-2,1-1,3-3,0,1,1,5,0,0,0,1,+13,6
400875651,Spurs,K. Martin,SG,14,1-7,0-1,0-0,0,0,0,1,1,0,1,1,-4,2
400875651,Spurs,TE,AM,,51-84,9-15,13-18,5,38,43,39,5,10,8,16,,124
400875651,Spurs,, ,,60.7%,60.0%,72.2%,,,,,,,,,,
400875652,Thunder,S. Ibaka,PF,33,5-10,2-5,0-0,1,4,5,1,1,2,1,4,+18,12
400875652,Thunder,K. Durant,SF,42,11-19,1-2,5-5,0,7,7,4,0,1,5,1,+3,28
400875652,Thunder,S. Adams,C,37,5-6,0-0,2-2,3,14,17,0,1,1,2,1,+12,12
400875652,Thunder,R. Westbrook,PG,37,11-25,1-6,6-8,1,6,7,10,2,1,3,3,+10,29
400875652,Thunder,A. Roberson,SG,24,0-1,0-1,0-2,0,3,3,1,3,0,1,3,+17,0
400875652,Thunder,E. Kanter,C,19,4-7,0-1,4-4,4,4,8,0,0,3,3,1,-11,12
400875652,Thunder,C. Payne,PG,7,0-3,0-1,0-0,0,0,0,0,1,0,1,2,-17,0
400875652,Thunder,A. Morrow,SG,15,1-3,0-1,0-0,0,0,0,0,0,0,0,0,-12,2
400875652,Thunder,D. Waiters,SG,25,1-5,1-2,0-0,0,1,1,0,0,0,2,4,-15,3
400875652,Thunder,N. Collison,PF,,,,,,,,,,,,,,
400875652,Thunder,K. Singler,SF,,,,,,,,,,,,,,
400875652,Thunder,N. Mohammed,C,,,,,,,,,,,,,,
400875652,Thunder,R. Foye,SG,,,,,,,,,,,,,,
400875652,Thunder,TE,AM,,38-79,5-19,17-21,9,39,48,16,8,8,18,19,,98
400875652,Thunder,, ,,48.1%,26.3%,81.0%,,,,,,,,,,
400875652,Spurs,L. Aldridge,PF,43,15-21,1-1,10-10,3,5,8,3,0,2,0,0,-4,41
400875652,Spurs,K. Leonard,SF,36,7-18,0-3,0-2,1,6,7,3,2,2,2,3,+11,14
400875652,Spurs,T. Duncan,C,28,1-8,0-0,0-0,2,7,9,2,0,0,1,3,-2,2
400875652,Spurs,T. Parker,PG,27,3-9,0-2,1-1,0,1,1,6,1,0,1,1,-14,7
400875652,Spurs,D. Green,SG,36,3-11,3-8,0-0,0,2,2,1,4,0,1,1,-7,9
400875652,Spurs,D. West,PF,11,3-8,0-0,0-0,1,2,3,0,1,1,1,3,-5,6
400875652,Spurs,K. Anderson,SF,5,0-0,0-0,0-0,0,0,0,0,0,0,0,2,-5,0
400875652,Spurs,B. Marjanovic,C,3,0-0,0-0,0-0,0,2,2,0,0,0,1,1,+6,0
400875652,Spurs,B. Diaw,C,8,1-2,0-1,0-0,0,0,0,1,0,0,0,0,-1,2
400875652,Spurs,P. Mills,PG,21,2-9,1-6,0-0,0,2,2,2,0,0,1,0,+15,5
400875652,Spurs,M. Ginobili,SG,22,5-8,1-2,0-0,2,1,3,1,2,1,2,2,+1,11
400875652,Spurs,A. Miller,PG,,,,,,,,,,,,,,
400875652,Spurs,K. Martin,SG,,,,,,,,,,,,,,
400875652,Spurs,TE,AM,,40-94,6-23,11-13,9,28,37,19,10,6,10,16,,97
400875652,Spurs,, ,,42.6%,26.1%,84.6%,,,,,,,,,,
400875653,Spurs,L. Aldridge,PF,44,8-21,0-0,8-10,2,6,8,0,1,1,1,3,+1,24
400875653,Spurs,K. Leonard,SF,39,9-17,3-4,10-14,2,9,11,3,1,1,3,3,+5,31
400875653,Spurs,T. Duncan,C,14,1-4,0-0,0-0,0,1,1,1,0,1,0,1,+4,2
400875653,Spurs,T. Parker,PG,35,7-14,3-6,2-2,0,8,8,5,0,0,1,2,+0,19
400875653,Spurs,D. Green,SG,34,3-6,2-5,0-0,0,3,3,1,2,1,0,4,+5,8
400875653,Spurs,D. West,PF,25,3-6,1-1,0-0,0,2,2,2,0,1,1,3,+1,7
400875653,Spurs,K. Anderson,SF,3,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-7,0
400875653,Spurs,B. Diaw,C,13,0-2,0-0,1-2,0,1,1,2,1,1,0,0,+2,1
400875653,Spurs,P. Mills,PG,13,1-1,1-1,0-0,0,0,0,2,1,0,0,1,+4,3
400875653,Spurs,M. Ginobili,SG,19,1-4,0-2,3-6,0,3,3,3,2,0,2,2,+5,5
400875653,Spurs,B. Marjanovic,C,,,,,,,,,,,,,,
400875653,Spurs,A. Miller,PG,,,,,,,,,,,,,,
400875653,Spurs,K. Martin,SG,,,,,,,,,,,,,,
400875653,Spurs,TE,AM,,33-76,10-19,24-34,4,33,37,19,8,6,8,19,,100
400875653,Spurs,, ,,43.4%,52.6%,70.6%,,,,,,,,,,
400875653,Thunder,S. Ibaka,PF,36,5-8,5-6,0-0,0,5,5,0,0,1,0,4,+0,15
400875653,Thunder,K. Durant,SF,42,10-18,1-5,5-6,0,5,5,3,1,1,5,3,-1,26
400875653,Thunder,S. Adams,C,41,0-1,0-0,2-2,3,8,11,1,0,1,1,3,-1,2
400875653,Thunder,R. Westbrook,PG,39,10-31,3-10,8-8,4,5,9,8,1,0,5,3,-5,31
400875653,Thunder,A. Roberson,SG,27,2-4,0-1,0-0,1,3,4,1,1,2,0,4,-9,4
400875653,Thunder,E. Kanter,C,19,3-6,0-0,2-2,3,2,5,0,1,0,0,2,-7,8
400875653,Thunder,C. Payne,PG,9,2-7,0-4,0-0,0,2,2,0,0,0,2,0,+1,4
400875653,Thunder,A. Morrow,SG,3,0-1,0-1,0-0,0,0,0,0,0,0,0,0,+4,0
400875653,Thunder,D. Waiters,SG,25,2-6,1-3,1-2,0,1,1,1,1,0,1,4,-2,6
400875653,Thunder,N. Collison,PF,,,,,,,,,,,,,,
400875653,Thunder,K. Singler,SF,,,,,,,,,,,,,,
400875653,Thunder,N. Mohammed,C,,,,,,,,,,,,,,
400875653,Thunder,R. Foye,SG,,,,,,,,,,,,,,
400875653,Thunder,TE,AM,,34-82,10-30,18-20,11,31,42,14,5,5,14,23,,96
400875653,Thunder,, ,,41.5%,33.3%,90.0%,,,,,,,,,,
400875654,Spurs,L. Aldridge,PF,37,8-18,0-0,4-5,2,4,6,0,0,0,2,2,-13,20
400875654,Spurs,K. Leonard,SF,40,7-19,0-4,7-7,2,4,6,2,4,0,4,2,-19,21
400875654,Spurs,T. Duncan,C,12,0-0,0-0,0-0,1,2,3,0,0,0,0,4,-5,0
400875654,Spurs,T. Parker,PG,32,10-16,0-1,2-2,0,0,0,3,1,1,4,0,-14,22
400875654,Spurs,D. Green,SG,28,0-3,0-1,0-0,0,5,5,1,2,0,0,5,-18,0
400875654,Spurs,D. West,PF,25,4-10,0-1,0-0,2,5,7,2,0,1,1,5,+2,8
400875654,Spurs,K. Anderson,SF,6,1-2,0-0,0-0,0,0,0,0,3,0,0,1,+4,2
400875654,Spurs,B. Marjanovic,C,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
400875654,Spurs,B. Diaw,C,21,5-8,1-1,0-0,2,1,3,0,0,0,0,2,-12,11
400875654,Spurs,A. Miller,PG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
400875654,Spurs,P. Mills,PG,16,2-4,0-2,0-0,0,2,2,3,0,0,0,0,+0,4
400875654,Spurs,M. Ginobili,SG,22,3-5,1-2,2-2,0,2,2,1,1,0,1,0,+5,9
400875654,Spurs,K. Martin,SG,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
400875654,Spurs,TE,AM,,40-85,2-12,15-16,9,25,34,12,11,2,12,21,,97
400875654,Spurs,, ,,47.1%,16.7%,93.8%,,,,,,,,,,
400875654,Thunder,S. Ibaka,PF,28,3-6,1-3,0-0,0,1,1,0,0,1,0,1,+4,7
400875654,Thunder,K. Durant,SF,43,14-25,3-9,10-13,1,4,5,4,1,0,5,1,+17,41
400875654,Thunder,S. Adams,C,36,6-8,0-1,4-6,2,9,11,0,0,2,1,5,+21,16
400875654,Thunder,R. Westbrook,PG,38,5-18,1-3,3-4,3,4,7,15,3,0,3,2,+18,14
400875654,Thunder,A. Roberson,SG,20,0-2,0-1,0-0,1,3,4,1,1,0,1,1,-4,0
400875654,Thunder,N. Collison,PF,4,0-0,0-0,0-0,0,1,1,0,0,0,0,1,-6,0
400875654,Thunder,E. Kanter,C,28,3-6,1-2,4-4,3,5,8,0,0,0,0,3,+9,11
400875654,Thunder,C. Payne,PG,4,0-0,0-0,0-0,0,0,0,0,0,0,2,0,-1,0
400875654,Thunder,R. Foye,SG,9,2-3,1-2,0-0,0,0,0,0,0,0,0,1,+6,5
400875654,Thunder,D. Waiters,SG,29,7-11,2-2,1-2,0,3,3,3,1,0,0,3,+6,17
400875654,Thunder,K. Singler,SF,,,,,,,,,,,,,,
400875654,Thunder,N. Mohammed,C,,,,,,,,,,,,,,
400875654,Thunder,A. Morrow,SG,,,,,,,,,,,,,,
400875654,Thunder,TE,AM,,40-79,9-23,22-29,10,30,40,23,6,3,12,18,,111
400875654,Thunder,, ,,50.6%,39.1%,75.9%,,,,,,,,,,
400874414,Hornets,M. Williams,PF,26,1-7,0-2,0-0,1,2,3,1,0,1,0,1,-32,2
400874414,Hornets,C. Zeller,C,20,3-4,0-0,3-4,1,6,7,1,0,0,0,1,-20,9
400874414,Hornets,K. Walker,PG,32,6-13,2-5,5-5,0,1,1,1,0,0,2,3,-32,19
400874414,Hornets,N. Batum,SG,40,7-14,3-7,7-10,0,2,2,1,2,0,3,3,-33,24
400874414,Hornets,C. Lee,SG,33,2-6,0-1,4-4,0,2,2,1,2,0,1,1,-13,8
400874414,Hornets,S. Hawes,PF,4,1-2,1-2,0-0,0,1,1,0,0,0,1,0,-1,3
400874414,Hornets,T. Hansbrough,PF,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
400874414,Hornets,F. Kaminsky II,IC,18,0-0,0-0,0-2,1,0,1,2,1,0,0,3,+1,0
400874414,Hornets,A. Jefferson,C,23,4-8,0-0,5-6,2,3,5,0,0,1,2,1,-11,13
400874414,Hornets,J. Gutierrez,PG,4,0-2,0-0,0-0,0,1,1,1,0,0,0,0,-1,0
400874414,Hornets,J. Lin,PG,25,2-4,0-0,5-6,1,1,2,3,0,0,2,4,-12,9
400874414,Hornets,J. Lamb,SG,4,2-3,0-0,0-0,1,2,3,0,0,0,0,0,-1,4
400874414,Hornets,T. Daniels,SG,6,0-2,0-0,0-0,0,0,0,0,0,0,0,0,-4,0
400874414,Hornets,TE,AM,,28-65,6-17,29-37,7,21,28,11,5,2,11,17,,91
400874414,Hornets,, ,,43.1%,35.3%,78.4%,,,,,,,,,,
400874414,Heat,J. Johnson,SF,26,5-8,1-2,0-0,1,5,6,3,0,0,1,4,+16,11
400874414,Heat,L. Deng,SF,33,11-13,4-6,5-7,3,4,7,1,1,0,1,4,+26,31
400874414,Heat,H. Whiteside,C,26,9-11,0-0,3-5,3,8,11,0,2,3,1,2,+19,21
400874414,Heat,G. Dragic,PG,33,2-8,0-1,5-6,0,1,1,10,1,0,1,4,+14,9
400874414,Heat,D. Wade,SG,26,8-16,0-1,0-0,1,3,4,7,0,0,1,1,+28,16
400874414,Heat,J. McRoberts,PF,4,0-0,0-0,0-0,0,0,0,1,0,1,0,0,+1,0
400874414,Heat,U. Haslem,PF,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400874414,Heat,A. Stoudemire,PF,17,4-6,0-0,3-3,2,1,3,0,0,0,0,2,+14,11
400874414,Heat,G. Green,SF,5,0-3,0-0,0-0,0,0,0,0,0,0,0,1,-1,0
400874414,Heat,J. Winslow,SF,27,4-6,0-1,0-0,3,1,4,1,1,0,0,3,+18,8
400874414,Heat,D. Wright,SF,4,3-3,2-2,0-0,0,1,1,0,0,0,0,0,+1,8
400874414,Heat,B. Weber,PG,2,0-0,0-0,0-0,0,0,0,1,1,0,0,0,+4,0
400874414,Heat,J. Richardson,SG,35,3-11,2-5,0-0,1,4,5,3,1,0,1,3,+22,8
400874414,Heat,TE,AM,,49-85,9-18,16-21,14,28,42,27,7,4,6,24,,123
400874414,Heat,, ,,57.6%,50.0%,76.2%,,,,,,,,,,
400874417,Hornets,M. Williams,PF,29,0-10,0-2,0-2,5,1,6,0,1,0,0,1,-18,0
400874417,Hornets,C. Zeller,C,14,3-6,0-0,2-3,2,3,5,0,0,0,0,4,+0,8
400874417,Hornets,K. Walker,PG,42,12-29,1-6,4-4,2,2,4,3,1,1,2,2,-12,29
400874417,Hornets,N. Batum,SG,34,3-11,0-4,3-3,1,6,7,3,0,0,2,0,-18,9
400874417,Hornets,C. Lee,SG,42,5-7,0-1,2-3,1,3,4,2,0,0,0,5,-9,12
400874417,Hornets,S. Hawes,PF,7,1-1,0-0,3-4,0,2,2,0,0,0,0,0,+2,5
400874417,Hornets,F. Kaminsky II,IC,19,0-1,0-0,4-4,0,2,2,0,0,0,0,1,+6,4
400874417,Hornets,A. Jefferson,C,27,12-17,0-0,1-2,3,4,7,1,1,0,2,0,-14,25
400874417,Hornets,J. Lin,PG,26,2-7,0-3,7-8,1,1,2,0,0,0,1,3,+3,11
400874417,Hornets,T. Hansbrough,PF,,,,,,,,,,,,,,
400874417,Hornets,J. Gutierrez,PG,,,,,,,,,,,,,,
400874417,Hornets,J. Lamb,SG,,,,,,,,,,,,,,
400874417,Hornets,T. Daniels,SG,,,,,,,,,,,,,,
400874417,Hornets,TE,AM,,38-89,1-16,26-33,15,24,39,9,3,1,7,16,,103
400874417,Hornets,, ,,42.7%,6.3%,78.8%,,,,,,,,,,
400874417,Heat,J. Johnson,SF,33,3-5,1-2,1-2,0,2,2,3,0,0,2,1,+15,8
400874417,Heat,L. Deng,SF,37,6-11,2-5,2-3,0,6,6,1,1,1,0,3,+10,16
400874417,Heat,H. Whiteside,C,30,8-8,0-0,1-1,2,11,13,1,1,2,1,5,+8,17
400874417,Heat,G. Dragic,PG,28,6-12,3-3,3-4,0,2,2,4,0,1,0,3,+1,18
400874417,Heat,D. Wade,SG,32,11-22,0-0,6-7,1,2,3,8,2,1,2,3,+15,28
400874417,Heat,A. Stoudemire,PF,15,1-3,0-0,2-2,0,3,3,0,1,0,1,2,-1,4
400874417,Heat,G. Green,SF,3,0-0,0-0,0-0,0,0,0,0,0,0,1,1,+3,0
400874417,Heat,J. Winslow,SF,32,4-6,1-1,0-0,0,4,4,1,1,0,1,4,+6,9
400874417,Heat,J. Richardson,SG,31,5-9,2-5,3-3,0,2,2,1,0,1,0,3,+3,15
400874417,Heat,J. McRoberts,PF,,,,,,,,,,,,,,
400874417,Heat,U. Haslem,PF,,,,,,,,,,,,,,
400874417,Heat,D. Wright,SF,,,,,,,,,,,,,,
400874417,Heat,B. Weber,PG,,,,,,,,,,,,,,
400874417,Heat,TE,AM,,44-76,9-16,18-22,3,32,35,19,6,6,8,25,,115
400874417,Heat,, ,,57.9%,56.3%,81.8%,,,,,,,,,,
400874419,Heat,J. Johnson,SF,36,3-11,1-4,0-0,0,2,2,2,0,0,1,0,-15,7
400874419,Heat,L. Deng,SF,35,6-12,5-6,2-4,1,7,8,2,0,0,4,2,-14,19
400874419,Heat,H. Whiteside,C,34,3-6,0-0,7-11,4,14,18,0,0,4,1,5,-7,13
400874419,Heat,G. Dragic,PG,29,4-13,0-3,3-4,1,6,7,4,0,0,1,4,-10,11
400874419,Heat,D. Wade,SG,33,7-20,0-0,3-3,4,3,7,1,0,1,2,3,+2,17
400874419,Heat,J. McRoberts,PF,3,0-0,0-0,0-0,0,1,1,0,0,0,0,0,+5,0
400874419,Heat,A. Stoudemire,PF,9,0-1,0-0,0-0,0,1,1,0,1,2,2,2,-7,0
400874419,Heat,G. Green,SF,3,1-1,1-1,0-0,0,0,0,0,0,0,0,0,+5,3
400874419,Heat,J. Winslow,SF,24,1-7,0-4,2-4,1,4,5,1,0,0,2,2,-26,4
400874419,Heat,D. Wright,SF,3,1-2,0-1,2-2,0,2,2,1,0,0,0,0,+5,4
400874419,Heat,B. Weber,PG,4,0-1,0-0,0-0,0,0,0,0,0,0,0,1,+4,0
400874419,Heat,J. Richardson,SG,29,1-5,0-3,0-2,1,1,2,2,0,1,1,1,-22,2
400874419,Heat,U. Haslem,PF,,,,,,,,,,,,,,
400874419,Heat,TE,AM,,27-79,7-22,19-30,12,41,53,13,1,8,14,20,,80
400874419,Heat,, ,,34.2%,31.8%,63.3%,,,,,,,,,,
400874419,Hornets,M. Williams,PF,36,5-9,2-3,0-0,0,14,14,0,0,1,0,2,+7,12
400874419,Hornets,A. Jefferson,C,21,5-11,0-0,0-0,3,5,8,2,1,1,0,3,-1,10
400874419,Hornets,F. Kaminsky II,IC,35,5-12,0-3,5-5,0,6,6,1,1,1,0,4,+16,15
400874419,Hornets,K. Walker,PG,37,4-19,1-6,8-8,0,3,3,7,2,0,0,2,+13,17
400874419,Hornets,C. Lee,SG,42,3-11,0-2,2-2,1,2,3,2,0,0,1,4,+17,8
400874419,Hornets,T. Hansbrough,PF,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400874419,Hornets,S. Hawes,PF,11,1-2,0-1,0-0,1,0,1,1,0,0,0,0,+3,2
400874419,Hornets,C. Zeller,C,26,4-8,0-0,4-4,3,5,8,0,0,1,2,5,+18,12
400874419,Hornets,J. Gutierrez,PG,1,0-0,0-0,0-0,0,0,0,1,0,0,0,0,-2,0
400874419,Hornets,J. Lin,PG,26,7-16,2-3,2-3,1,3,4,4,1,0,0,3,+17,18
400874419,Hornets,A. Harrison,SG,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,-2,0
400874419,Hornets,J. Lamb,SG,1,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400874419,Hornets,T. Daniels,SG,1,1-1,0-0,0-0,0,0,0,0,0,0,0,0,-2,2
400874419,Hornets,TE,AM,,35-90,5-18,21-22,9,38,47,18,5,4,3,24,,96
400874419,Hornets,, ,,38.9%,27.8%,95.5%,,,,,,,,,,
400874420,Heat,J. Johnson,SF,35,6-12,4-5,0-0,1,6,7,2,0,1,2,0,+6,16
400874420,Heat,L. Deng,SF,33,4-14,2-8,5-5,2,5,7,2,0,0,1,2,+3,15
400874420,Heat,H. Whiteside,C,25,3-5,0-0,2-5,1,6,7,0,0,3,3,4,+2,8
400874420,Heat,G. Dragic,PG,24,5-10,2-4,0-0,0,3,3,3,1,0,5,5,-10,12
400874420,Heat,D. Wade,SG,33,4-11,0-0,4-6,1,6,7,10,0,2,4,4,+3,12
400874420,Heat,U. Haslem,PF,12,0-1,0-0,1-2,2,3,5,1,0,0,1,2,-2,1
400874420,Heat,A. Stoudemire,PF,11,2-2,0-0,1-1,0,1,1,0,0,1,1,3,-4,5
400874420,Heat,G. Green,SF,7,2-4,1-2,0-0,0,2,2,0,0,0,0,0,+0,5
400874420,Heat,J. Winslow,SF,27,3-8,1-5,1-2,1,2,3,0,1,0,0,2,-16,8
400874420,Heat,D. Wright,SF,4,0-2,0-1,0-0,0,0,0,0,0,0,0,2,-8,0
400874420,Heat,J. Richardson,SG,31,1-7,1-4,0-0,2,2,4,2,0,1,0,2,+6,3
400874420,Heat,J. McRoberts,PF,,,,,,,,,,,,,,
400874420,Heat,B. Weber,PG,,,,,,,,,,,,,,
400874420,Heat,TE,AM,,30-76,11-29,14-21,10,36,46,20,2,8,17,26,,85
400874420,Heat,, ,,39.5%,37.9%,66.7%,,,,,,,,,,
400874420,Hornets,M. Williams,PF,37,0-5,0-2,0-0,0,7,7,2,1,1,0,3,-4,0
400874420,Hornets,A. Jefferson,C,26,4-12,0-0,1-2,1,4,5,3,0,1,1,3,-10,9
400874420,Hornets,F. Kaminsky II,IC,25,1-5,0-1,2-4,1,3,4,0,1,1,0,2,-16,4
400874420,Hornets,K. Walker,PG,40,13-28,2-8,6-7,1,3,4,1,2,2,1,0,-7,34
400874420,Hornets,C. Lee,SG,42,3-8,1-2,4-4,1,3,4,0,1,1,3,2,+10,11
400874420,Hornets,S. Hawes,PF,16,0-3,0-0,2-2,2,6,8,1,0,1,0,2,+10,2
400874420,Hornets,C. Zeller,C,21,3-4,0-0,2-2,0,4,4,0,0,0,1,4,+20,8
400874420,Hornets,J. Lin,PG,34,6-10,1-3,8-9,0,0,0,3,2,0,3,4,+17,21
400874420,Hornets,T. Hansbrough,PF,,,,,,,,,,,,,,
400874420,Hornets,J. Gutierrez,PG,,,,,,,,,,,,,,
400874420,Hornets,A. Harrison,SG,,,,,,,,,,,,,,
400874420,Hornets,J. Lamb,SG,,,,,,,,,,,,,,
400874420,Hornets,T. Daniels,SG,,,,,,,,,,,,,,
400874420,Hornets,TE,AM,,30-75,4-16,25-30,6,30,36,10,7,7,9,20,,89
400874420,Hornets,, ,,40.0%,25.0%,83.3%,,,,,,,,,,
400874421,Hornets,M. Williams,PF,30,7-10,3-4,0-0,1,7,8,2,3,0,2,0,+8,17
400874421,Hornets,A. Jefferson,C,22,7-14,0-0,0-0,2,5,7,1,1,0,0,2,-10,14
400874421,Hornets,F. Kaminsky II,IC,27,3-8,2-5,0-0,0,4,4,0,1,0,1,1,-4,8
400874421,Hornets,K. Walker,PG,35,4-18,3-5,3-3,0,5,5,5,1,1,2,0,-7,14
400874421,Hornets,C. Lee,SG,30,2-9,2-2,2-2,1,0,1,1,0,1,0,3,+0,8
400874421,Hornets,S. Hawes,PF,15,3-5,0-1,0-0,0,4,4,1,1,1,3,3,+11,6
400874421,Hornets,C. Zeller,C,21,1-4,0-0,2-2,1,2,3,1,1,0,1,3,+4,4
400874421,Hornets,J. Lin,PG,35,4-10,0-2,3-6,0,6,6,7,0,0,2,1,+6,11
400874421,Hornets,N. Batum,SG,25,2-6,2-5,2-2,0,3,3,3,0,0,1,1,+2,8
400874421,Hornets,T. Hansbrough,PF,,,,,,,,,,,,,,
400874421,Hornets,J. Gutierrez,PG,,,,,,,,,,,,,,
400874421,Hornets,J. Lamb,SG,,,,,,,,,,,,,,
400874421,Hornets,T. Daniels,SG,,,,,,,,,,,,,,
400874421,Hornets,TE,AM,,33-84,12-24,12-15,5,36,41,21,8,3,12,14,,90
400874421,Hornets,, ,,39.3%,50.0%,80.0%,,,,,,,,,,
