id,team,player,position,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
400874421,Heat,J. Johnson,SF,36,5-8,1-2,2-3,0,5,5,3,2,0,1,2,+9,13
400874421,Heat,L. Deng,SF,36,4-12,2-6,6-6,1,5,6,3,0,0,2,1,+3,16
400874421,Heat,H. Whiteside,C,32,5-8,0-0,1-2,2,10,12,0,0,3,1,4,-2,11
400874421,Heat,G. Dragic,PG,32,5-15,0-3,0-0,0,6,6,3,2,0,2,3,+2,10
400874421,Heat,D. Wade,SG,32,11-19,0-0,3-4,1,4,5,4,0,0,5,0,-4,25
400874421,Heat,J. McRoberts,PF,16,0-2,0-1,0-0,0,3,3,1,2,0,1,2,+0,0
400874421,Heat,G. Green,SF,5,0-3,0-1,0-0,0,0,0,0,0,0,0,1,-2,0
400874421,Heat,J. Winslow,SF,19,1-6,0-0,3-4,1,8,9,1,1,1,0,0,-14,5
400874421,Heat,J. Richardson,SG,31,3-8,2-5,0-0,1,3,4,2,0,2,2,3,-2,8
400874421,Heat,U. Haslem,PF,,,,,,,,,,,,,,
400874421,Heat,A. Stoudemire,PF,,,,,,,,,,,,,,
400874421,Heat,D. Wright,SF,,,,,,,,,,,,,,
400874421,Heat,T. Johnson,SG,,,,,,,,,,,,,,
400874421,Heat,TE,AM,,34-81,5-18,15-19,6,44,50,17,7,6,14,16,,88
400874421,Heat,, ,,42.0%,27.8%,78.9%,,,,,,,,,,
400874422,Heat,J. Johnson,SF,37,3-7,1-4,4-4,0,4,4,3,0,0,4,4,+2,11
400874422,Heat,L. Deng,SF,36,9-14,3-4,0-0,0,4,4,2,0,2,1,1,+2,21
400874422,Heat,H. Whiteside,C,28,5-7,0-0,2-3,3,4,7,0,0,4,2,6,+10,12
400874422,Heat,G. Dragic,PG,32,6-17,0-2,2-2,2,5,7,2,0,0,1,3,-7,14
400874422,Heat,D. Wade,SG,37,10-20,2-2,1-2,0,6,6,4,2,3,2,0,-2,23
400874422,Heat,J. McRoberts,PF,5,1-2,0-0,0-0,0,0,0,1,0,0,1,1,-1,2
400874422,Heat,U. Haslem,PF,15,0-2,0-0,2-2,2,5,7,0,0,0,1,3,-2,2
400874422,Heat,G. Green,SF,8,0-5,0-0,0-0,1,2,3,0,1,0,0,1,+4,0
400874422,Heat,J. Winslow,SF,17,2-4,0-1,2-2,1,3,4,0,0,0,0,2,+12,6
400874422,Heat,J. Richardson,SG,26,2-5,2-3,0-0,2,2,4,2,1,1,0,3,+17,6
400874422,Heat,A. Stoudemire,PF,,,,,,,,,,,,,,
400874422,Heat,D. Wright,SF,,,,,,,,,,,,,,
400874422,Heat,T. Johnson,SG,,,,,,,,,,,,,,
400874422,Heat,TE,AM,,38-83,8-16,13-15,11,35,46,14,4,10,12,24,,97
400874422,Heat,, ,,45.8%,50.0%,86.7%,,,,,,,,,,
400874422,Hornets,M. Williams,PF,37,0-7,0-2,0-0,0,4,4,1,1,0,0,3,+2,0
400874422,Hornets,A. Jefferson,C,30,8-14,0-0,2-3,2,7,9,0,1,0,1,1,+3,18
400874422,Hornets,F. Kaminsky II,IC,36,2-5,1-3,2-2,0,7,7,3,2,2,1,2,-2,7
400874422,Hornets,K. Walker,PG,39,14-30,4-8,5-6,0,3,3,5,2,0,2,2,+0,37
400874422,Hornets,C. Lee,SG,40,1-2,0-0,0-0,1,2,3,1,2,1,0,2,-2,2
400874422,Hornets,C. Zeller,C,18,4-5,0-0,4-6,1,2,3,0,0,2,1,1,-10,12
400874422,Hornets,J. Lin,PG,24,1-8,0-1,6-6,0,1,1,1,0,0,3,5,-17,8
400874422,Hornets,T. Daniels,SG,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+2,0
400874422,Hornets,N. Batum,SG,15,2-5,0-3,2-2,1,0,1,1,0,0,1,1,-11,6
400874422,Hornets,T. Hansbrough,PF,,,,,,,,,,,,,,
400874422,Hornets,J. Gutierrez,PG,,,,,,,,,,,,,,
400874422,Hornets,A. Harrison,SG,,,,,,,,,,,,,,
400874422,Hornets,J. Lamb,SG,,,,,,,,,,,,,,
400874422,Hornets,TE,AM,,32-76,5-17,21-25,5,26,31,12,8,5,9,17,,90
400874422,Hornets,, ,,42.1%,29.4%,84.0%,,,,,,,,,,
400874423,Hornets,M. Williams,PF,33,1-3,1-2,2-2,0,6,6,0,0,0,0,1,-30,5
400874423,Hornets,A. Jefferson,C,19,2-7,0-0,0-0,1,1,2,1,0,0,0,2,-21,4
400874423,Hornets,F. Kaminsky II,IC,31,3-15,2-5,4-4,1,5,6,2,0,1,0,2,-13,12
400874423,Hornets,K. Walker,PG,36,3-16,1-5,2-2,0,1,1,6,1,0,3,1,-17,9
400874423,Hornets,C. Lee,SG,29,5-8,1-1,0-0,0,3,3,2,1,0,0,2,-20,11
400874423,Hornets,C. Zeller,C,17,3-7,0-0,0-0,1,6,7,0,0,0,2,2,-9,6
400874423,Hornets,J. Lin,PG,19,4-8,0-2,1-1,0,1,1,0,2,0,0,1,-9,9
400874423,Hornets,J. Gutierrez,PG,6,0-1,0-0,0-0,0,1,1,0,0,0,1,0,-5,0
400874423,Hornets,A. Harrison,SG,6,0-0,0-0,0-0,0,1,1,0,0,0,0,0,-5,0
400874423,Hornets,J. Lamb,SG,6,3-5,1-1,0-0,0,1,1,1,0,0,0,0,-5,7
400874423,Hornets,T. Daniels,SG,9,0-5,0-3,0-0,0,2,2,0,0,0,0,2,-5,0
400874423,Hornets,N. Batum,SG,29,3-9,1-3,3-3,0,5,5,2,0,0,1,1,-26,10
400874423,Hornets,S. Hawes,PF,,,,,,,,,,,,,,
400874423,Hornets,TE,AM,,27-84,7-22,12-12,3,33,36,14,4,1,7,14,,73
400874423,Hornets,, ,,32.1%,31.8%,100.0%,,,,,,,,,,
400874423,Heat,J. Johnson,SF,33,3-10,1-4,2-2,1,3,4,4,1,0,2,2,+33,9
400874423,Heat,L. Deng,SF,27,6-9,2-4,1-1,2,6,8,4,0,0,2,0,+27,15
400874423,Heat,H. Whiteside,C,28,4-8,0-0,2-4,5,7,12,1,0,5,0,1,+22,10
400874423,Heat,G. Dragic,PG,32,11-17,2-5,1-4,0,6,6,4,0,1,2,0,+30,25
400874423,Heat,D. Wade,SG,25,5-11,0-0,2-2,0,6,6,1,0,0,2,2,+20,12
400874423,Heat,J. McRoberts,PF,20,2-4,0-0,0-0,0,7,7,3,0,1,1,5,+11,4
400874423,Heat,G. Green,SF,23,7-16,2-6,0-0,0,3,3,0,0,0,0,3,+7,16
400874423,Heat,J. Winslow,SF,21,2-3,0-0,1-1,0,4,4,1,1,1,0,1,+6,5
400874423,Heat,D. Wright,SF,6,0-1,0-1,2-2,0,2,2,1,0,0,0,0,+5,2
400874423,Heat,T. Johnson,SG,6,2-4,1-1,0-0,0,1,1,2,0,0,0,0,+5,5
400874423,Heat,J. Richardson,SG,19,1-6,1-3,0-0,2,3,5,3,0,0,0,2,-1,3
400874423,Heat,U. Haslem,PF,,,,,,,,,,,,,,
400874423,Heat,A. Stoudemire,PF,,,,,,,,,,,,,,
400874423,Heat,TE,AM,,43-89,9-24,11-16,10,48,58,24,2,8,9,16,,106
400874423,Heat,, ,,48.3%,37.5%,68.8%,,,,,,,,,,
